Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-08-07 09:30:00-04:00,200.85000610351562,203.49000549316406,198.2519073486328,199.22500610351562,13092968,0.0,0.0
2024-08-07 10:00:00-04:00,199.22500610351562,200.66000366210938,197.5218963623047,198.04989624023438,7120771,0.0,0.0
2024-08-07 10:30:00-04:00,197.97999572753906,199.33999633789062,197.17100524902344,198.67999267578125,4904367,0.0,0.0
2024-08-07 11:00:00-04:00,198.69000244140625,200.4499969482422,198.60000610351562,198.88999938964844,4281819,0.0,0.0
2024-08-07 11:30:00-04:00,198.91009521484375,199.57000732421875,196.80999755859375,197.67999267578125,3512402,0.0,0.0
2024-08-07 12:00:00-04:00,197.7100067138672,198.55880737304688,196.10000610351562,198.2100067138672,2949745,0.0,0.0
2024-08-07 12:30:00-04:00,198.2100067138672,198.5500030517578,197.33999633789062,197.6999969482422,2658296,0.0,0.0
2024-08-07 13:00:00-04:00,197.69000244140625,197.875,195.22999572753906,195.86000061035156,3958475,0.0,0.0
2024-08-07 13:30:00-04:00,195.8300018310547,196.86000061035156,193.91000366210938,194.36000061035156,3860071,0.0,0.0
2024-08-07 14:00:00-04:00,194.23019409179688,194.67999267578125,192.1199951171875,193.57989501953125,4628375,0.0,0.0
2024-08-07 14:30:00-04:00,193.5800018310547,193.65899658203125,191.86000061035156,192.34500122070312,4501751,0.0,0.0
2024-08-07 15:00:00-04:00,192.33999633789062,194.4499969482422,192.22999572753906,193.2949981689453,3999259,0.0,0.0
2024-08-07 15:30:00-04:00,193.27000427246094,193.8000030517578,191.47999572753906,191.69000244140625,5648987,0.0,0.0
2024-08-08 09:30:00-04:00,195.6999969482422,196.1999969482422,192.0399932861328,194.2799072265625,11981854,0.0,0.0
2024-08-08 10:00:00-04:00,194.25,197.44000244140625,193.5,197.39999389648438,6567346,0.0,0.0
2024-08-08 10:30:00-04:00,197.38999938964844,199.43629455566406,196.9499969482422,199.39999389648438,5933248,0.0,0.0
2024-08-08 11:00:00-04:00,199.44000244140625,199.4586944580078,197.47210693359375,198.75990295410156,4723309,0.0,0.0
2024-08-08 11:30:00-04:00,198.80999755859375,199.0800018310547,197.15679931640625,197.7949981689453,3133597,0.0,0.0
2024-08-08 12:00:00-04:00,197.772705078125,198.3498992919922,196.92999267578125,197.43429565429688,3151274,0.0,0.0
2024-08-08 12:30:00-04:00,197.47999572753906,198.04989624023438,196.47000122070312,197.89999389648438,3010655,0.0,0.0
2024-08-08 13:00:00-04:00,197.9199981689453,199.9499969482422,197.25999450683594,199.92999267578125,3650024,0.0,0.0
2024-08-08 13:30:00-04:00,199.94000244140625,199.9499969482422,199.1300048828125,199.4600067138672,3117573,0.0,0.0
2024-08-08 14:00:00-04:00,199.45179748535156,200.6999969482422,199.0200958251953,200.03729248046875,3493809,0.0,0.0
2024-08-08 14:30:00-04:00,200.0699005126953,200.17999267578125,198.88999938964844,198.89999389648438,2746452,0.0,0.0
2024-08-08 15:00:00-04:00,198.94000244140625,199.2100067138672,197.92010498046875,198.12989807128906,3504696,0.0,0.0
2024-08-08 15:30:00-04:00,198.13999938964844,199.44000244140625,197.63999938964844,199.01739501953125,5335514,0.0,0.0
2024-08-09 09:30:00-04:00,197.02000427246094,200.08999633789062,196.22999572753906,197.2100067138672,11887919,0.0,0.0
2024-08-09 10:00:00-04:00,197.19000244140625,198.3715057373047,195.5800018310547,196.10000610351562,7687508,0.0,0.0
2024-08-09 10:30:00-04:00,196.11000061035156,197.60000610351562,195.11000061035156,197.22999572753906,4934829,0.0,0.0
2024-08-09 11:00:00-04:00,197.2637939453125,199.17999267578125,197.25999450683594,197.74000549316406,4810485,0.0,0.0
2024-08-09 11:30:00-04:00,197.74000549316406,198.16000366210938,196.5,196.71820068359375,3271774,0.0,0.0
2024-08-09 12:00:00-04:00,196.77000427246094,197.38999938964844,196.36000061035156,197.14999389648438,2283011,0.0,0.0
2024-08-09 12:30:00-04:00,197.13299560546875,198.19940185546875,197.11000061035156,197.93499755859375,2164128,0.0,0.0
2024-08-09 13:00:00-04:00,197.89999389648438,200.23989868164062,197.72000122070312,200.2373046875,2985838,0.0,0.0
2024-08-09 13:30:00-04:00,200.22300720214844,200.8800048828125,199.4600067138672,199.57000732421875,4099403,0.0,0.0
2024-08-09 14:00:00-04:00,199.58999633789062,200.22999572753906,199.16000366210938,199.49009704589844,2834264,0.0,0.0
2024-08-09 14:30:00-04:00,199.47000122070312,200.4600067138672,199.34010314941406,199.68499755859375,2842508,0.0,0.0
2024-08-09 15:00:00-04:00,199.66000366210938,200.1999969482422,199.1800994873047,199.6300048828125,2499591,0.0,0.0
2024-08-09 15:30:00-04:00,199.61000061035156,200.14999389648438,199.39999389648438,200.02999877929688,3791396,0.0,0.0
2024-08-12 09:30:00-04:00,199.02000427246094,199.0850067138672,194.6750030517578,194.99000549316406,12187907,0.0,0.0
2024-08-12 10:00:00-04:00,194.99000549316406,197.35000610351562,194.76400756835938,197.0,7286881,0.0,0.0
2024-08-12 10:30:00-04:00,197.0198974609375,198.27999877929688,196.6999969482422,197.13780212402344,4813738,0.0,0.0
2024-08-12 11:00:00-04:00,197.1999969482422,198.3000030517578,195.9199981689453,196.6199951171875,4959999,0.0,0.0
2024-08-12 11:30:00-04:00,196.52000427246094,197.00999450683594,194.77999877929688,196.875,4964553,0.0,0.0
2024-08-12 12:00:00-04:00,196.875,197.6699981689453,196.52560424804688,197.24009704589844,3115016,0.0,0.0
2024-08-12 12:30:00-04:00,197.25999450683594,197.99000549316406,196.4199981689453,196.44500732421875,3868261,0.0,0.0
2024-08-12 13:00:00-04:00,196.44000244140625,197.66000366210938,196.22000122070312,197.42999267578125,2520271,0.0,0.0
2024-08-12 13:30:00-04:00,197.42999267578125,198.1999053955078,197.02000427246094,198.0800018310547,2584817,0.0,0.0
2024-08-12 14:00:00-04:00,198.10009765625,198.8300018310547,198.0,198.52999877929688,3044324,0.0,0.0
2024-08-12 14:30:00-04:00,198.47000122070312,198.47000122070312,197.97000122070312,198.25,1780436,0.0,0.0
2024-08-12 15:00:00-04:00,198.22000122070312,198.3800048828125,197.4600067138672,197.67999267578125,3123720,0.0,0.0
2024-08-12 15:30:00-04:00,197.6999969482422,198.25999450683594,197.07000732421875,197.47999572753906,3796183,0.0,0.0
2024-08-13 09:30:00-04:00,198.77000427246094,204.02000427246094,197.05999755859375,203.41000366210938,15959157,0.0,0.0
2024-08-13 10:00:00-04:00,203.41000366210938,205.8800048828125,202.9199981689453,205.1199951171875,9920888,0.0,0.0
2024-08-13 10:30:00-04:00,205.0800018310547,206.59019470214844,203.72999572753906,205.62989807128906,6920308,0.0,0.0
2024-08-13 11:00:00-04:00,205.6300048828125,205.82000732421875,204.66000366210938,205.32000732421875,4506451,0.0,0.0
2024-08-13 11:30:00-04:00,205.32000732421875,205.5850067138672,204.25,204.88999938964844,3702601,0.0,0.0
2024-08-13 12:00:00-04:00,204.8699951171875,205.5625,204.50999450683594,205.3350067138672,2841578,0.0,0.0
2024-08-13 12:30:00-04:00,205.33999633789062,206.72000122070312,204.9199981689453,206.41949462890625,3412507,0.0,0.0
2024-08-13 13:00:00-04:00,206.42999267578125,208.49000549316406,206.26010131835938,207.52000427246094,5197377,0.0,0.0
2024-08-13 13:30:00-04:00,207.52999877929688,207.6199951171875,205.77999877929688,206.62010192871094,3762237,0.0,0.0
2024-08-13 14:00:00-04:00,206.610107421875,207.10000610351562,205.80999755859375,207.05999755859375,3215643,0.0,0.0
2024-08-13 14:30:00-04:00,207.05999755859375,207.44000244140625,206.75999450683594,207.41000366210938,2547539,0.0,0.0
2024-08-13 15:00:00-04:00,207.41000366210938,207.44000244140625,206.0500030517578,206.83009338378906,3376683,0.0,0.0
2024-08-13 15:30:00-04:00,206.83999633789062,208.4199981689453,206.76499938964844,207.92999267578125,6117019,0.0,0.0
2024-08-14 09:30:00-04:00,208.0399932861328,208.4398956298828,202.0399932861328,202.77000427246094,14583272,0.0,0.0
2024-08-14 10:00:00-04:00,202.86000061035156,203.82000732421875,200.5,201.72219848632812,7969467,0.0,0.0
2024-08-14 10:30:00-04:00,201.67999267578125,202.3000030517578,199.80999755859375,202.1699981689453,7387933,0.0,0.0
2024-08-14 11:00:00-04:00,202.17860412597656,202.34500122070312,200.82809448242188,202.07000732421875,3857263,0.0,0.0
2024-08-14 11:30:00-04:00,202.0800018310547,203.33999633789062,201.80999755859375,203.12860107421875,3946945,0.0,0.0
2024-08-14 12:00:00-04:00,203.11839294433594,203.22999572753906,200.00999450683594,200.3795928955078,4368312,0.0,0.0
2024-08-14 12:30:00-04:00,200.36000061035156,200.53370666503906,198.75,199.85499572753906,4723620,0.0,0.0
2024-08-14 13:00:00-04:00,199.85000610351562,200.75,199.66000366210938,200.72000122070312,3705532,0.0,0.0
2024-08-14 13:30:00-04:00,200.7100067138672,200.9600067138672,200.0399932861328,200.27999877929688,2598728,0.0,0.0
2024-08-14 14:00:00-04:00,200.2884979248047,200.7790985107422,199.75999450683594,200.7301025390625,3229639,0.0,0.0
2024-08-14 14:30:00-04:00,200.72000122070312,200.87640380859375,200.30999755859375,200.7220001220703,2382203,0.0,0.0
2024-08-14 15:00:00-04:00,200.7100067138672,200.72000122070312,199.6999969482422,200.24989318847656,2806215,0.0,0.0
2024-08-14 15:30:00-04:00,200.25010681152344,201.66000366210938,199.91000366210938,201.35000610351562,4611828,0.0,0.0
2024-08-15 09:30:00-04:00,205.02000427246094,212.42349243164062,204.82000732421875,211.0200958251953,21123844,0.0,0.0
2024-08-15 10:00:00-04:00,211.0399932861328,214.67999267578125,210.86000061035156,214.47999572753906,11278908,0.0,0.0
2024-08-15 10:30:00-04:00,214.4600067138672,215.7899932861328,214.1300048828125,214.80999755859375,9280862,0.0,0.0
2024-08-15 11:00:00-04:00,214.7904052734375,215.45989990234375,213.7100067138672,213.92999267578125,5860029,0.0,0.0
2024-08-15 11:30:00-04:00,213.9499969482422,214.50999450683594,213.1999969482422,213.88999938964844,4823034,0.0,0.0
2024-08-15 12:00:00-04:00,213.8800048828125,214.16000366210938,212.86000061035156,213.92999267578125,4406304,0.0,0.0
2024-08-15 12:30:00-04:00,213.9456024169922,214.36000061035156,213.4199981689453,213.5601043701172,3195511,0.0,0.0
2024-08-15 13:00:00-04:00,213.60000610351562,214.05999755859375,213.22999572753906,213.9250030517578,2864182,0.0,0.0
2024-08-15 13:30:00-04:00,213.94000244140625,215.8800048828125,213.87010192871094,215.07009887695312,4661710,0.0,0.0
2024-08-15 14:00:00-04:00,215.08599853515625,215.09649658203125,213.91009521484375,214.03489685058594,3656226,0.0,0.0
2024-08-15 14:30:00-04:00,214.07000732421875,214.33990478515625,213.64199829101562,213.82000732421875,3268445,0.0,0.0
2024-08-15 15:00:00-04:00,213.80999755859375,214.41000366210938,213.50999450683594,213.97000122070312,3681537,0.0,0.0
2024-08-15 15:30:00-04:00,213.97999572753906,215.05990600585938,213.6999969482422,214.13999938964844,6262977,0.0,0.0
2024-08-16 09:30:00-04:00,211.1199951171875,218.5,210.8000030517578,217.83999633789062,20552215,0.0,0.0
2024-08-16 10:00:00-04:00,217.75,219.8000030517578,217.3300018310547,218.16000366210938,10366304,0.0,0.0
2024-08-16 10:30:00-04:00,218.168701171875,218.625,214.8000946044922,215.35000610351562,8890434,0.0,0.0
2024-08-16 11:00:00-04:00,215.3249969482422,216.5,214.10009765625,214.72000122070312,6654601,0.0,0.0
2024-08-16 11:30:00-04:00,214.72999572753906,216.2100067138672,214.3300018310547,215.7299041748047,5085242,0.0,0.0
2024-08-16 12:00:00-04:00,215.69000244140625,216.77999877929688,215.0,216.3350067138672,4350076,0.0,0.0
2024-08-16 12:30:00-04:00,216.32000732421875,217.408203125,215.97000122070312,217.10009765625,3587821,0.0,0.0
